경안동 공영주차장,1,6,DC차데모 + AC3상 + DC콤보,충전가능,"경기도 광주시 경안로 13-6, 주차장 1층 안쪽",37.40939,127.258993,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
연천군청,1,6,DC차데모 + AC3상 + DC콤보,충전가능,경기도 연천군 연천읍 연천로 220,38.09644,127.07484,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
하나로마트 퇴계점,1,3,DC차데모 + AC3상,충전가능,강원도 춘천시   지석로 11,37.8546007,127.737873,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
춘천휴게소(부산방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,강원도 춘천시 동산면 원창리,37.8135838,127.7664419,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
문막휴게소(강릉방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,"강원도 원주시  문막읍  원문로 1234, 휴게소 좌측",37.3360018,127.8586855,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
치악휴게소(부산방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,강원도 원주시 신림면 치악로 416,37.2533111,128.0494506,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
치악휴게소(춘천방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,강원도 원주시 신림면 다리실2길 32 ,37.2569717,128.0478759,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
강릉시청,1,6,DC차데모 + AC3상 + DC콤보,충전가능,"강원도 강릉시 강릉대로 33, P3 주차장",37.751978,128.875723,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
정동진해변 주차장,1,6,DC차데모 + AC3상 + DC콤보,충전가능,강원도 강릉시 강동면 정동역길 17,37.691165,129.033046,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
동해문화예술회관,1,6,DC차데모 + AC3상 + DC콤보,충전가능,강원도 동해시 평원로 15,37.526056,129.11433,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
삼척시청,1,6,DC차데모 + AC3상 + DC콤보,충전가능,강원도 삼척시 중앙로 296,37.448883,129.164245,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
홍천강휴게소(춘천방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,강원도 홍천군 북방면 소매곡리,37.7130398,127.8271364,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
홍천군청,1,6,DC차데모 + AC3상 + DC콤보,충전가능,강원도 홍천군 홍천읍 석화로 93,37.696355,127.8892,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
횡성휴게소(인천방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,"강원도 횡성군  안흥면  영동고속도로 153, 농축산물판매장 옆",37.4652051,128.1343664,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
횡성휴게소(강릉방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,"강원도 횡성군  안흥면  영동고속도로 154, 휴게소와 LPG충전소 사이",37.4625279,128.1352405,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
평창알펜시아리조트,1,3,DC차데모 + AC3상,충전가능,"강원도 평창군 대관령면 솔봉로 325, 알펜시아 컨벤션센터 주차장",37.656634,128.675545,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
평창휴게소(강릉방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,"강원도 평창군  용평면  경강로 2159-58, 주유소 맞은편 주차면",37.6055946,128.453578,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
평창휴게소(인천방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,"강원도 평창군  용평면  탑거리길 63, 내고장 으뜸상품 판매장 앞",37.6104709,128.4629851,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
고석정주차장,1,6,DC차데모 + AC3상 + DC콤보,충전가능,강원도 철원군 동송읍 장흥리 20-15,38.187602,127.289074,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
인제군농특산물전시판매장,1,6,DC차데모 + AC3상 + DC콤보,충전가능,강원도 인제군 인제읍 상동리 430,38.065226,128.173986,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
38선 휴게소,1,6,DC차데모 + AC3상 + DC콤보,충전가능,강원도 양양군 현북면 동해대로 1242,38.003959,128.733235,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
충북도청,1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청북도 청주시 상당구 상당로 82,36.635884,127.490675,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
청주시 차량등록사업소,1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청북도 청주시 흥덕구 무심서로 857,36.663756,127.465649,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
충주시청 의회동주차장,1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청북도 충주시 으뜸로21,36.990408,127.92517,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
제천시청,1,6,DC차데모 + AC3상 + DC콤보,충전가능,"충청북도 제천시 내토로 295, 건설 민원봉사실 옆 제2주차장 입구 왼쪽",37.131881,128.190869,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
충북제천시 관광정보센터,1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청북도 제천시 청풍면 교리 산 26,37.01043,128.181144,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
수산복지회관,1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청북도 제천시 수산면 월악로26길 37,36.934619,128.185489,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
KTX오송역 공영주차장,1,3,DC차데모 + AC3상,충전가능,"충청북도 청주시 흥덕구 오송읍 봉산리 370-1, KTX 오송역 공영주차장 A출구 바로 옆(지상)",36.620035,127.329789,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
속리산휴게소(청주방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청북도 보은군 마로면 적암리,36.4486013,127.869856,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
옥천읍사무소,1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청북도 옥천군 옥천읍 동부로 15,36.306666,127.57443,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
영동읍사무소,1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청북도 영동군 영동읍 영동황간로 15,36.171253,127.775658,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
증평인삼관광휴게소,1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청북도 증평군 증평읍 중부로 2451,36.795447,127.5815,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
괴산국민체육센터,1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청북도 괴산군 괴산읍 서부리 654,36.814922,127.784082,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
푸른내문화센터,1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청북도 괴산군 청천면 금관로 473,36.658677,127.73911,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
단양휴게소(부산방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청북도 단양군 적성면 기동리,36.9946821,128.2885772,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
단양휴게소(춘천방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청북도 단양군 단성면 하방리,36.9434738,128.3235426,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
단양관광안내소(단양팔경),1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청북도 단양읍 고수리 149-1,36.986529,128.376267,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
입장휴게소(서울방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청남도 천안시 서북구 입장면 연곡길 407,36.9427836,127.1943661,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
천안휴게소(부산방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청남도 천안시 동남구 수신면 성남로 793-40 ,36.7304441,127.2629759,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
정안휴게소(천안방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청남도 공주시 정안면 장원장자울길 73-47 ,36.5685878,127.1144045,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
이인휴게소(천안방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청남도 공주시 이인면 이인리,36.3520509,127.0692232,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
탄천휴게소(논산방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청남도 공주시 탄천면 장선리 151-6,36.3200333,127.0705915,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
정안휴게소(순천방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청남도 공주시 정안면 석송리 ,36.5717709,127.1127178,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
아트센터 고마,1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청남도 공주시 웅진동 354-6,36.466735,127.109715,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
보령시청,1,6,DC차데모 + AC3상 + DC콤보,충전가능,"충청남도 보령시   성주산로 77, 후문 왼편",36.3329644,126.6134574,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
둔포면사무소,1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청남도 아산시 둔포면 둔포리 461-11,36.92976,127.037976,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
서산시청,1,6,DC차데모 + AC3상 + DC콤보,충전가능,"충청남도 서산시 관아문길 1, 수도과 주차장 정면",36.7834768,126.4502623,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
지곡면 공영주차장,1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청남도 서산시 지곡면 화천리 1301-17,36.86375,126.434241,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
벌곡휴게소(대전방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청남도 논산시 벌곡면 양산리,36.210813,127.2704991,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
엄사상점가 공영주차장,1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청남도 계룡시 엄사면 엄사리 181-3,36.289045,127.242876,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
면천면사무소,1,6,DC차데모 + AC3상 + DC콤보,충전가능,"충청남도 당진시 면천로 623, 사무소 앞 주차장",36.817473,126.66711,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
행담도휴게소(서울방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,"충청남도 당진시 신평면 서해안고속도로 275,행담도휴게소(서울방향) 뒷편 주차장",36.943895,126.806949,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
행담도휴게소(목포방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,"충청남도 당진시 신평면 서해안고속도로 275,행담도휴게소(목포방향) 뒷편 주차장",36.944564,126.809261,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
인삼랜드휴게소(하남방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청남도 금산군 군북면 대암길 34-30 ,36.1550665,127.4964759,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
인삼랜드휴게소(통영방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청남도 금산군 군북면 어필각로 300 ,36.1536077,127.4953731,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
금산군청,1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청남도 금산군 금산읍 군청길 13,36.108708,127.486678,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
부여백제휴게소(공주방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청남도 부여군 내산면 율암리,36.2589679,126.8004163,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
부여백제휴게소(서천방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청남도 부여군 내산면 서천공주고속도로 25 ,36.2570854,126.7961141,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
동부여석성휴게소,1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청남도 부여군 석성면 대백제로 3050,36.252312,126.980859,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
서면사무소,1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청남도 서천군 서면 서인로 761,36.15276,126.549804,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
청양읍사무소 앞 공영주차장,1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청남도 청양군 청양읍 칠갑산로6길 28,36.448522,126.801788,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
정산면사무소,1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청남도 청양군 정산면 칠갑산로 1857,36.414679,126.944913,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
홍주종합경기장,1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청남도 홍성군 홍성읍 소향리 397-118,36.606382,126.64192,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
광천생활체육공원,1,6,DC차데모 + AC3상 + DC콤보,충전중,충청남도 홍성군 광천읍 홍남로 764-42,36.508184,126.635298,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
예산복합문화복지센터,1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청남도 예산군 예산읍 석양리 213-2,36.6999594,126.8407188,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
안면읍사무소,1,6,DC차데모 + AC3상 + DC콤보,충전가능,"충청남도 태안군 안면읍 장터로 149, 주차장 오른쪽",36.520513,126.344712,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
남면사무소,1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청남도 태안군 남면 달산리 1179,36.671559,126.298053,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
태안상설시장 공영주차장,1,6,DC차데모 + AC3상 + DC콤보,충전가능,충청남도 태안군 태안읍 동백로 251,36.750846,126.298517,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
롯데마트 당진점,1,3,DC차데모 + AC3상,충전가능,"충청남도 당진시 정안로 20, 지상주차장 1층 매장입구 우측",36.905631,126.645898,10:00~23:00,환경부,1661-9408,2.02E+13,급속(50kW)
천의삼거리,1,1,DC차데모,충전가능,"충청남도 당진시 정미면 천의리 245-4, 천의삼거리 주차장 내",36.885095,126.568428,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
삼봉4리사무소,1,1,DC차데모,충전가능,"충청남도 당진시 석문면 대호만로 1736-7, 주차장 내",37.013251,126.537678,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
당진근로자복지회관,1,3,DC차데모 + AC3상,충전가능,"충청남도 당진시 송악읍 부곡공단4길 53-13, 복지회관 주차장 내",36.961417,126.775464,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
이마트 전주점,1,6,DC차데모 + AC3상 + DC콤보,충전가능,"전라북도 전주시 완산구 당산로 111, 지하주차장 1층",35.83286374,127.1208986,10:00~24:00 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
전주덕진공원 주차장,1,6,DC차데모 + AC3상 + DC콤보,충전중,전라북도 전주시 덕진구 덕진동 2가 179-6,35.848176,127.120498,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
예술의 전당,1,6,DC차데모 + AC3상 + DC콤보,충전가능,전라북도 군산시 지곡동 286-8,35.9607154,126.7090665,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
금강철새조망대,1,6,DC차데모 + AC3상 + DC콤보,충전가능,전라북도 군산시 성산면 성덕리,36.0197065,126.7635205,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
여산휴게소(순천방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,전라북도 익산시 여산면 호산리 산32-6,36.0479377,127.1026013,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
함열올림픽 스포츠센터,1,6,DC차데모 + AC3상 + DC콤보,충전가능,전라북도 익산시 함열읍 와리164,36.0741298,126.963993,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
전라남도 동부지역본부,1,6,DC차데모 + AC3상 + DC콤보,충전가능,전라남도 순천시 백강로 32,34.9369363,127.5231522,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
정읍녹두장군휴게소(논산방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,전라북도 정읍시 북면 남산리,35.6005769,126.8646591,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
정읍녹두장군휴게소(순천방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,전라북도 정읍시 북면 정신로 135-61 ,35.6015871,126.8626805,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
지리산휴게소(옥포방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,전라북도 남원시 아영면 아곡리,35.4808967,127.566233,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
지리산휴게소(고서방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,전라북도 남원시 아영면 아곡리,35.4836213,127.5667699,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
근로자종합복지관,1,6,DC차데모 + AC3상 + DC콤보,충전가능,전라북도 완주군 봉동읍 둔산리 881,35.9628434,127.1270991,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
진안군청,1,6,DC차데모 + AC3상 + DC콤보,충전가능,전라북도 진안군 진안읍 중앙로 67,35.7918402,127.4245086,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
덕유산휴게소(하남방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,전라북도 무주군 안성면 통영대전고속도로 148 ,35.8170253,127.6459339,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
무주읍주민자치센터,1,6,DC차데모 + AC3상 + DC콤보,충전가능,전라북도 무주군 무주읍 향학로 49,36.0088603,127.6619473,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
안성면주민자치센터,1,6,DC차데모 + AC3상 + DC콤보,충전가능,전라북도 무주군 안성면 안성로 246-17,35.8629478,127.6528909,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
